tipo;descripcion;expediente;anio_expediente;domicilio;barrio;comuna;unidad_ejecutora;fecha_inicio;area;obra;estado_obra;contratista;foto_nombre;foto_descripcion
AUSA;Se realizara el desarme del puente peatonal ubicado en Avda Montes de Oca y intersepcion con Osvaldo Cruz Barracas y las vigas pretensadas se trasladaran hacia la Avda Antartida Argentian y si cruce con Avda de los Inmigrantes. Ahi se ejecutará un nuevo puente peatonal a distinto nivel sobre la Avda A.Argentina.  Trabajos de arquitectura veredas paisajismo y varandas;2013 04 0040 00;2013;Avda Antartida Argentina y Avda de los Inmigrantes ;Retiro;1;998;2013-06-17 00:00:00;Ausa;Remodelacion Retiro PUENTE PEATONAL;Finalizada en mantenimiento;Vialmani SA;Inauguración Retiro 7.jpg;inauguracion
HIDR;Construcción de un Canal Aliviador de sección 3.20 x 1.50mts, bajo Av. San Pedrito entre Av. 27 de Febrero y Rabanal Norte, con su correspondiente red de captación, que mitigará los problemas de anegamiento que se producen en la zona aledaña a Villa Soldatti.;27860;2004;;;;2303;2006-05-08 00:00:00;Hidraulica;Aliviador del Arroyo San Pedrito;Finalizada recepción definitiva;FONTANA NICASTRO   CONSTRUERE INGENIERIA SA   UTE;;
HIDR;La cuenca del Ochoa dispone de una red de desagues pluviales que tiene su descarga en el Riachuelo mediante su conducto principal emplazado por la calle Enrique Ochoa. El funcionamiento de este colector demuestra una insuficiente capacidad de conducción, según el diagnostico realizado en vistas del Plan Director de Ordenamiento Hidraulico de la Ciudad, aún para eventos de tormenta con recurrencia menor a 2 años. En este caso, el nivel del escurrimiento supera el correspondiente al terreno natural, produciendo anegamientos localizados en las zonas más bajas. Las obras proyectadas consisten en la construcción de un sistema de conductos que tienen el propósito de aliviar las inundaciones que se producen por precipitaciones intensas en la cuenca del arroyo Ochoa. La Obra contempla dos ramales denominados RAMAL ALMAFUERTE y el RAMAL SAENZ.;8163;2008; Obrador Grito de Asencio 3650 entre Cachi y Einstein  ;Nueva Pompeya - Boedo - Parque Patricios;5;2303;2009-05-08 00:00:00;Hidraulica;Aliviadores Ochoa ;Neutralizada;VIALCO SA;Cartel1_Traful y saenz.jpg;Cartel Traful y saenz
HIDR;La obra consiste en la ejecución de una nueva red pluvial que mitigue el anegamiento que se produce en la salida de la Autopista Lugones sentido capital y bajada del puente Labruna en Av Udaondo.  La traza de la obra recorre la  vereda de Av Udaondo y luego continua paralelo a la salida de Av Lugones hasta desembocar en el Arroyo White. La misma contempla la instalación de 450m de conducto diametro 700mm de H A además de 8 modulos de sumideros 12 cámaras de enlace.;20700;2008;OBRADOR Avda Udaondo y Lugones ;Nuñez;13;2303;2008-11-20 00:00:00;Hidraulica;Av Udaondo y Av Lugones ;Finalizada recepción definitiva;MANTELECTRIC ICISA;;
HIDR;Conducto en túnel en calle Washington  desde Mendoza hasta B. Encalada y por esta última desde Washington hasta Av. Balbín. El objetivo es el aumento de la conducción del Arroyo Conducto en túnel en calle Washington  desde Mendoza hasta B. Encalada y por esta última desde Washington hasta Av. Balbín. El objetivo es el aumento de la conducción del emisario ppal. del A. Vega. Se espera una reducción drástica de los niveles de inundación en la cuenca y en especial en la zona de Olazabal y las vías del FFCC Mitre;999999;2011;;;;2301;;Hidraulica;Conducto Washington - B. Encalada;Proyecto finalizado;Fontana Nicastro SA Luciano UTE ;;
HIDR;Construcción de un emisario principal en la cuenca C, perteneciente a la Cuenca Boca-Barracas. El mismo recorre las calles Aristóbulo del Valle y Necochea, mediante un conducto de H A in situ de sección variable y de tres ramales secundarios por las calles Caboto, M. Brin - Pinzón y 20 de Septiembre - Alte. Brown, cuyos conductos son circulares de Ho Ao premoldeado de diametro 0,80 y 0,90 metros.;4288;1998;Obrador Pedro de Mendoza y Caffarena ;La Boca;3;2303;2007-04-16 00:00:00;Hidraulica;CUENCA C;Finalizada recepción provisoria parcial;VIALCO SA;;
HIDR;0;506031;2012;;;;2303;2012-12-28 00:00:00;Hidraulica;DERIVACIÓN MONROE;En Ejecucion;TECMA SRL;;
HIDR;Ejecución de una presa de Hormigón con 13 válvulas de descarga unidireccionales, ubicada en la desembocadura del Arroyo Vega, detrás de la Ciudad Universitaria, entre el Parque de la Memoría y el Parque Natural. Esta Obra mitigará los anegamientos producidos en el denominado Barrio River, y la cuenca baja del Arroyo Vega. Se complementa con dos estaciones de bombeo que erogan en total 22 m3 por segundo. Ejecución del conducto colector de Barrio River, de 2.40 mts. de diametro y 621 mts. de longitud. Ejecución de un tramo del futuro Aliviador Ramsay, de diametro 2.40 y 150mts. de longitud.;11576;2003;Ciudad Universitaria. Detrás de Pabellón 2;Nuñez;13;2303;2006-12-20 00:00:00;Hidraulica;Desembocadura del Arroyo Vega;Finalizada recepción definitiva;DYCASA SA;;
HIDR;Reactivación de obra hidraulica paralizada. Completa las tareas realizadas entre 2000 y 2006 mediante la ejecución de un sifón hidraulico y la remoción de interferencias en el cruce de Av. Escalada y Autopista Dellepiane;2587;1999;Escalada y Dellepiane;Villa Lugano;8;2303;2012-07-11 00:00:00;Hidraulica;DRENAJE Y REGULACION HIDRAULICA EN RESTO DE AREA SUR;En Ejecucion;DYCASA SA;;
HIDR;La Obra consiste en la construccion de Canales Aliviadores en la cuenca Erezcano compuestos por dos conductos El Aliviador del Arroyo Erezcano el cual presenta dos ramales denominados Ramal Centenera y Ramal Agustin de Vedia y el colector San Pedrito denominado Ramal San Pedrito. La Obra mitigará los problemas que se producen por anegamiento en la zonas aledañas a Pompeya, Parque Chacabuco y Villa Soldatti.;45769;2006;Obrador Pergamino y Troxel;Nueva Pompeya y Villa Soldati;5;2303;2008-01-17 00:00:00;Hidraulica;Erezcano Canales Aliviadores ;Rescisión de Contrato;IECSA SA;;
HIDR;DESAGUES Y CONTROL DE INUNDACIONES DE LA BOCA Y BARRACAS-ESTACION DE BOMBEO N 5;2669621;2012;;;;2303;2013-08-30 00:00:00;Hidraulica;ESTACION DE BOMBEO N 5;En Ejecucion;SABAVISA SA MERCO VIAL SA;;
HIDR;La obra tiene como fin terminar con los continuos anegamientos de la zonas aledañas a la  intersección de las calles Gana y Santo Tomé, principalmente la parte baja de la cuenca.  Se plantea un sistema de captación intermedio en dicha zona, con el fin de  canalizar el flujo hasta el conducto existente que corre entre la Autopista Gral. Paz. y su colectora Este (minimizando el escurrimiento superficial). Esto evitará el anegamiento aguas abajo de la cuenca. Se proyecto la construcción de 9 nuevos sumideros, 87,00m de conducto diámetro 700mm, 106,00m de conducto diámetro 600mm y 53,00m de conducto diámetro 500mm.;30698;2008;SAnto Tome entre Coectora Gral Paz y Gana ;Villa Devoto;10;2303;2008-11-20 00:00:00;Hidraulica;Gana y Santo Tomé Nueva red Pluvial;Finalizada con recepción provisoria;Automat Argentina SRL;;
HIDR;Presentación Informes documentación sobre Recopilación y Análisis de Antecedentes, Normativa, Historia del Uso de los Espacios Verdes, Topografía, Suelos, Relevamiento de Arbolado de Espacios verdes y Censo de Arbolado Público Lineal para la elaboración del Diagnóstico de la Ciudad de Buenos Aires. Formulación de los Planes Maestros de Gestión, incluyendo Sistema Informático, Capacitación y Entrenamiento.;24672;2007;Estudio. Tacuarí 32 Piso 9;Monserrat;1;300;2010-07-01 00:00:00;Hidraulica;Planes Maestros de Espacios Verdes y Arbolado ;Acta de Inicio;UTE ConCol IATASA;caba.jpg;CABA
HIDR;El proyecto tiene como objetivo el aumento de la capacidad de conducción y de captación del sistema pluvial existente para la Cuenca del Arroyo Maldonado Grupo A (primer sector del área de influencia del túnel corto), mediante el reemplazo o agregado de nuevos conductos.....;47575;2009;Av. Gaona 4660;Floresta;10;300;2011-09-08 00:00:00;Hidraulica;RAMALES A - MALDONADO;Neutralizada;COARCO SA;Niceto Vega 02.jpg;Niceto Vega 02
HIDR;El proyecto tiene como objetivo el aumento de la capacidad de conducción y de captación del sistema pluvial existente para la Cuenca del Arroyo Maldonado Grupo B, mediante el reemplazo o colocación de nuevos conductos.;147685;2010;;;;300;2012-05-11 00:00:00;Hidraulica;RAMALES B - MALDONADO;En Ejecucion;DYCASA SA;;
HIDR;Distintas Obras de la Red Pluvial ubicadas en la zona sur de la Ciudad de Buenos Aires cuyo límite norte se encuentra comprendido por la avda Juna B Justo, Avda SAn Martin, Avda Diaz Velez, y la calle Bulnes continuando con el límite sur de la cuenca del Radio Antiguo.La Obra contempla distintos frentes Carlos Calvo, Albariño, Urquiza y Garro, Beron de Astrada, Alberdi. ;61609;2006;Colectora Norte Dellepiane y Fonrouge;Boca Barracas, P.Patricios, San Cristobal, Boedo, Almagro, Caballito, P.Chacabuco, N.Pompeya, Flores, Floresta, V.Luro, Liniers, Mataderos, V.Lugano, P.Avellaneda, Soldati;3;2303;2008-03-10 00:00:00;Hidraulica;Red pluvial II  Zona Sur ;Finalizada con recepción provisoria;TECMA SRL;;
HIDR;Distintas Obras de la Red Pluvial ubicadas en la zona sur de la Ciudad de Buenos Aires cuyo límite sur se encuentra comprendido por la avda Juna B Justo, Avda SAn Martin, Avda Diaz Velez, y la calle Bulnes continuando con el límite sur de la cuenca del Radio Antiguo. La obra contempla la ejecución de distintos frentes como ser   1) Gabriela Mistral entre Nazca y Helguera    2) Olleros entre F Lacroze y Cramer    3) Plaza B. Nazar Virasoro y Antesana     4) Guardia Vieja y Pringles     5) Larralde entre Lugones y Padre Canavari   6) Julián Álvarez entre Beruti y Juncal    7) Ramal Arévalo    8) Nueva York y Lavallol      9) Lavalle y 25 de Mayo Lavalle y Reconquista;61609;2006;Obrador principal Holmberg y Olazabal;Villa Urquiza;12;2303;2008-03-10 00:00:00;Hidraulica;Red pluvial II Zona Norte;Finalizada con recepción provisoria;FONTANA NICASTRO   CONSTRUERE INGENIERIA SA   UTE;;
HIDR;Se trata de pequeñas intervenciones distribuidas en el ámbito de la Ciudad tendientes a mitigar los problemas de acumulación de agua de lluvia, aumentando la captación y conducción hacia los conductos principales    Dan solución a los reclamos por deficiencias en captación denunciados por los vecinos;30712;2008;Murillo 1237 Obrador ;Villa Crespo;15;2303;2008-11-20 00:00:00;Hidraulica;Sumideros, Nexos, Bocas de Registro y Cámaras de Enlace;Finalizada con recepción provisoria;Automat Argentina SRL;;
HIDR;Construcción de dos Túneles de 6,90m de diámetro interno y sus obras particulares conexas, destinados al transporte de los excedentes pluviales del Emisario Principal de la cuenca del Arroyo Maldonado en la ciudad de Buenos Aires.;29812;2005;Obrador Av. Rafael Obligado 1831;Paternal, Parque Centenario, Villa del Parque, Villa Ortúzar, Chacarita, Villa Crespo, Palermo y Barrio Norte;6111415;300;2008-05-21 00:00:00;Hidraulica;Túneles Arroyo Maldonado;Finalizada con recepción provisoria;GHELLA SpA;IMG_5537.JPG;Izado TMB1 en Pozo 
PHIDR;Relleno de 6 has en la Costanera Norte. Nro de partida, plazo, monto nro.orden de compra ficticios. ;790792;2010;;;;2301;;Proyectos de Hidráulica;Bahía Protegida;EIA en trámite;Consultora Trecc sa;;
PHIDR;El objetivo general es diseñar un plan de gestión territorial de agua subterránea para la CABA a partir del análisis de modo integral de la información y diagnóstico derivados de los estudios para ser integrado a una política de Estado. ;2056018;2011;Total CABA;Total CABA;15;2301;2011-12-20 00:00:00;Proyectos de Hidráulica;DISEÑO DE UN PLAN DE GESTIÓN TERRITORIAL DE AGUA SUBTERRÁNEA DE LA CIUDAD DE BUENOS AIRES;Finalizada recepción definitiva;UBA FFYL  Convenio;;
PHIDR;Estudio de factibilidad para el impacto de 3 obras de la Ciudad en el borde costero;26837;2008;;;;2301;;Proyectos de Hidráulica;Estudio de la Ribera;Proyecto en Ejecucion;EIHsrl;;
PHIDR;El Instituto de Geografía de la Facultad de Filosofía hará una caracterización y estudio del bombeo privado en la Ciudad. El objetivo es identificar que parcelas deprimen napa, frecuencia, destino de agua extraída, tipo de bomba.;818204;2010;Todas;Total CABA;15;2301;2011-06-01 00:00:00;Proyectos de Hidráulica;ESTUDIO Y CARACTERIZACIÓN DEL BOMBEO PRIVADO DEBIDO AL ASCENSO DE LA NAPA FREÁTICA EN LA CUIDAD AUTÓNOMA DE BUENOS AIRES;Acta de Inicio;UBA FFYL  Convenio;;
PHIDR;Relleno de 11 has en Costanera Sud. Nro. partida, plazo y montos ficticios.;29702;2009;;;;2301;;Proyectos de Hidráulica;Isla Demarchi;EIA en trámite;Consultora Ambiental srl;;
PHIDR;Construcción de pozos para el monitoreo de napas;888888;2009;;;;2301;;Proyectos de Hidráulica;Monitoreo de napas;Proyecto finalizado;INA;;
PHIDR;La observación del comportamiento de la napa freática en la CABA y el desarrollo permanente de la base de datos hidrogeológicos del GCABA, requiere del diseño y ejecución de un monitoreo y mantenimiento sistemático, organizado y coherente en el tiempo de la red freatimetrica del GCABA. Se producirá información permanente para desarrollar y mejorar permanentemente el Plan de Gestión Territorial de agua Subterránea;312403;2012;;;;2301;2011-12-13 00:00:00;Proyectos de Hidráulica;MONITOREO Y MANTENIMIENTO DE LA RED FREATIMÉTRICA;Proyecto en Ejecucion;UBA FFYL  Convenio;;
PHIDR;Estos estudios permitirán a futuro disminuir cuando no impedir efectos que causan innumerables perjuicios para los bienes públicos y particulares que se suceden como consecuencia de estas inundaciones parciales, cuya magnitud será debidamente ponderada y evaluada en términos sociales y económicos. El objetivo general es  contar con un relevamiento total de las áreas afectadas y con un conjunto de soluciones integrales a nivel de prefactibilidad tendientes a solucionar los problemas antes mencionados. ;312541;2012;Total CABA;Total CABA;15;2301;;Proyectos de Hidráulica;REALIZACIÓN DE UN ESTUDIO DE FACTIBILIDAD PARA SUPERFICIES DE RETENCIÓN ;Con contrato firmado;UBA FFYL  Convenio;;
PVIAL;Mejora de la traza entre el monumento a los Reyes Católicos y la Central Costanera. Nro. de partida ficticio;17215;2009;;;;2301;;Proyectos Viales;Ensanche Av. España;EIA en trámite;Consultora Ecoing;;
SBASE;Construcción de 900 m de Cochera ( 4 vías ) y Taller Nazca. Sector de Servicios en el pantalón Post Nazca. Centros de Potencia de est. Flores,  Nazca y Taller, Cableados de Media Tensión y Línea de Contacto entre cola de maniobras Carabobo y taller. Provisión y montaje de vías desde Nazca hasta Taller. Subestación Rectificadora Flores. Obra civil y equipamiento.;14108;2008;Rivadavia;Flores;7;329;2008-10-22 00:00:00;Subterraneos de Buenos Aires ;Cochera Taller Nazca - SER Flores;SBASE;DYCASA SA;;
SBASE;La obra se desarrolla bajo la Av. Triunvirato, entre la estación JM de Rosas y la calle Quesada. Se compone de un sector de cocheras de 520 m de tunel de 4 vías y un sector de taller de 180 m de tunel de 2 vías con sus correspondientes zonas de transición entre ellas totalizando 670 metros.. Asimismo contempla la ejecución de la Obra Civil y el equipamiento de la Subestación Rectificadora Villa Urquiza  bajo la Av. Roosevelt y la provisión y montaje de aprox 2300 m de vías desde la cola de maniobras de la estacion Av. Los Incas hasta el final de la obra. ;13808;2008;Av Triunvirato entre Av Roosvelt y M. Pedraza;Villa Urquiza ;12;329;2008-11-04 00:00:00;Subterraneos de Buenos Aires ;Linea B - Cochera - SER V. Urquiza;SBASE;BENITO ROGGIO E HIJOS SA;IMG_7503.JPG;Rampa Capdevila
SBASE;Fabricación, transporte, montaje, ensayos y puesta en marcha de las escaleras mecánicas para las estaciones Parque Patricios y Hospitales de la Linea "H" , para la entrega llave en mano de los equipos mencionados incluidos la habilitación y el mantenimiento por tres años a partir de la recepción definitiva. EL Monto se compone Dólares 387.331, por provisión importada, a tasa cambiaria pesos 3,134 a fecha oferta, más pesos 642.588,00 por montaje y provisión local. Se adicionará pesos 192.451 por mantenimiento durante tres años a partir de recepción definitiva.;445347;2008;Av. Caseros - Av. Almafuerte;Parque Patricios;4;329;2008-10-07 00:00:00;Subterraneos de Buenos Aires ;Nueva Línea "H" Tramo A2 - Item 1 Escaleras Mecánicas y Caminos Rodantes;SBASE;Fujitec Argentina SA;;
SBASE; Fabricación, transporte, montaje, ensayos y puesta en marcha de las escaleras mecánicas y caminos rodantes para la estación Corrientes de la Linea "H" , para la entrega llave en mano de los equipos mencionados, incluidos la habilitación y el mantenimiento por tres años a partir de la recepción definitiva. EL Monto se compone Dólares 591.466 a tasa cambiaria pesos 3,134 a fecha oferta más pesos 1.167.952.00 por Montaje. Se adicionará pesos 343.142 por mantenimiento durante tres años a partir de recepción definitiva.;445347;2008;Avda JMartín de Pueyrredón Tucuman y Mitre;Balvanera;3;329;2008-10-07 00:00:00;Subterraneos de Buenos Aires ;Nueva Linea "H" Tramo C1 - Item 1 Escaleras Mecánicas y Caminos Rodantes ;SBASE;Fujitec Argentina SA;DCAM0030.JPG;Inspección agosto 2009
SBASE;Fabricación, transporte, montaje, ensayos y puesta en marcha de los ascensores para la estación Corrientes de la Línea "H", para la entrega "llave en mano" de los equipos mencionados, incluida la habilitación. Se adicionará pesos 119.354 por mantenimiento por tres (3) años a partir de la recepción definitiva.;445347;2008;Pueyrredón y Corrientes;Balvanera;3;329;2008-10-02 00:00:00;Subterraneos de Buenos Aires ;Nueva Línea "H" Tramo C1 - Item 2 Ascensores;SBASE;Thyssenkrupp Elevadores SA;;
TCOL;Recuperacion y limpieza de los estucos, ornamentos, motivos decorativos, paramentos Solados, cielorrasos, luminarias, solados, pinturas ornamentales, carpinterías de madera y herrajes. Renovación de las intalaciones eléctricas yde corrientes débiles para la actualización tecnológica de los recintos. Incorporación de nuevos sistemas de iluminación. Actualizaciones de la instalación termomecánica existente. Adecuación de instalaciones contra incendio. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25;4793;2009;;;;300;2009-06-05 00:00:00;Teatro Colon; Restauración del Foyer Principal y Salón Dorado Teatro Colón;Finalizada recepción definitiva;RIVA SA;;
TCOL;Actualizacion del Sistema de Iluminacion Escenica. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25;78735;2010;;;;300;2010-03-19 00:00:00;Teatro Colon;Actualizacion del Sistema de Iluminacion Escenica del Teatro Colon;Finalizada recepción definitiva;AUTOTROL S A I A F el Teatro Colon;;
TCOL;La obra prevé la instalación de un sistema de aire acondicionado con la correspondiente obra civil, ejecutar un sistema de pasarelas de mantenimiento, incorporando una nueva instalación eléctrica y de iluminación y  la preconsolidación de los cielorrasos ornamentales existentes.  La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;4982;2005;Cerrito 618;San Nicolás;1;300;2006-03-01 00:00:00;Teatro Colon;Aire Acondicionado Salón Dorado;Finalizada recepción definitiva;Termair SA;;
TCOL;Remodelación y equipamiento general de los Camarines y oficinas, debiendo quedar los mismos en condiciones óptimas de uso. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;64698;2004;Av. Cerrito 618;Centro;1;300;2005-08-24 00:00:00;Teatro Colon;Camarines CETC;Finalizada recepción definitiva;Conaral SRL;;
TCOL;La obra consiste en la ejecución de las tareas necesarias para la reparación, consolidación e impermeabilización de la estructura de hormigón armado que se desarrolla sobre los subsuelos del teatro y por debajo del área mencionada y la construccion de la denominada Plaza Estado del Vaticano. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;70874;2004;Cerrito 618;San Nicolás;1;300;;Teatro Colon;Impermeabilización, Consolidación Estructural y Plaza Vaticano;Suspendida;CIC SRL;;
TCOL;Adecuación y modernización del sistema de control de la maquinaria escénica. comprende en la ingeniería de detalle, los suministros, su instalación, que en algunos casos corresponde al retiro y reemplazo de los existentes, y puesta en marcha, incluyendo la capacitación del personal para su manejo, la provisión de los repuestos necesarios para 5 años de uso y el compromiso de atender el mantenimiento por 3 años más 1 año de garantía . La adecuación del Sistema de Telón Cortafuego comprende el proyecto de detalle, la fabricación, el montaje, los ensayos y la Puesta en Marcha del sistema de Telón Cortafuego adecuado, incluyendo la realización de un servicio de Mantenimiento Preventivo por un período de 2 años. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25;4789;2009;;;;300;2009-08-03 00:00:00;Teatro Colon;Nuevo Sistema de Control de Maquinaria Escénica del Teatro Colón;Finalizada recepción definitiva;AUTOTROL S A I A F el Teatro Colon;;
TCOL;Restauración conservativa solados, paredes, carpinterías. Nueva instalacion de detección contra incendio y bocas equipadas, y de calefacción por piso radiante y tomas de aire, sanitaria y eléctrica. Readecuación de artefactos de iluminación de emergencia y nueva en vanos y cartelería. Adecuación de sanitarios públicos, de oficina visitas guiadas, vestuarios visitas guiadas, boletería y dependencias, confitería, Tienda de regalos. Adecuación e instalación termomecánica y contra incendio en Sala de Máquinas en entrepiso y planta baja. En los locales del CETC se interviene para el tendido de instalaciones eléctricas, de incendio y termomecánicas. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25;1279655;2009;;;;300;2009-12-28 00:00:00;Teatro Colon;Pasaje de los Carruajes;Finalizada recepción definitiva;RIVA SA;;
TCOL;Ejecución de todas  las obras faltantes para completar la puesta en valor de dicha sala las cuales comprenden la ejecución de sus Instalaciones Termomecánicas, de Iluminación arquitectural, de Detección y Extinción de Incendio y todas las obras civiles necesarias para concluir de acondicionar sus espacios, cielorrasos y dinteles, el acabado de sus muros, sus pisos y zócalos, escaleras, escalinatas y salidas e iluminación de emergencia, tareas de pintura y acabados finales. Asimismo, se especifican las tareas necesarias para adecuar los depósitos existentes en el sector, sala de bombas y de maquinas y pasillo técnico contiguo a las mismas. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;67114;2004;Cerrito 618;San Nicolás;1;300;2005-11-12 00:00:00;Teatro Colon;Proyecto Integral del CETC;Finalizada recepción definitiva;Conaral SRL;;
TCOL;La obra tiene por objeto la modernización técnica del escenario, conservando estrictamente sus principales rasgos constitutivos visuales y acústicos,  por otro, lado facilitar la vinculación entre escenario y talleres de producción de escenografías a fin de optimizar los tiempos y el número de operaciones y, finalmente, facilitar la vinculación entre escenario y calle para los procesos de ingreso y egreso de producciones. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;76973;2004;Cerrito 618;San Nicolás;1;300;2007-02-22 00:00:00;Teatro Colon;Reforma Escenotécnica;Finalizada recepción definitiva;Dycasa SA UPE COLON;;
TCOL;Ejecución de nuevas redes troncales de infraestructura Eléctrica y Sanitaria. Renovación Integral de Camarines de Artistas. Adecuación de Salas de Ensayo. Recuperación de Sala existente como Sala de Ensayo en 3er subsuelo. Adecuación de oficinas y talleres existentes bajo calle Cerrito. Adecuación y Modernización general de Instalaciones Contra Incendio, Eléctricas, Termomecánicas, Sanitarias y Sistemas Auxiliares (Interfonía, llamadores a escena y audio y video) y la renovación de dos ascensores existentes sobre la calle Cerrito.;29285;2009;Cerrito 618;San Nicolás;1;300;2009-10-01 00:00:00;Teatro Colon;Refuncionalización Areas Laterales Edificio Histórico, Salas de Ensayo y mejoras en Talleres ;Finalizada recepción definitiva;RIVA SA;;
TCOL;Tareas de remoción de carpinterías, mesadas, remoción de sanitarios, remoción de cielorrasos, remoción de espejos, remoción de instalaciones, remoción de tabiquerías de mampostería, intervención en muros portantes de mampostería para abrir nuevos vanos o desplazar existentes, apertura de huecos en losas. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25;4787;2009;;;;300;2009-08-10 00:00:00;Teatro Colon;Remoción de Instalaciones de las Áreas Laterales del Teatro Colón;Finalizada recepción definitiva;Rol Ingeniería SA;;
TCOL;El retiro de la carpintería existente de chapa doblada ubicada en el Patio de Cerrito, sector Viamonte y sector Tucumán. Y patio Libertad, en Plaza del Vaticano sobre calle Viamonte, y la provisión y colocación de carpintería de chapa doblada de acero inoxidable en dichos sectores.  La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;67113;2004;Cerrito 618;San Nicolás;1;300;2006-01-19 00:00:00;Teatro Colon;Restauración Carpinteria de Patios de Subsuelos;Finalizada recepción definitiva;Rol Ingeniería SA;;
TCOL;Restauracion de las cuatro fachadas. Incluye la totalidad de las carpinterias metalicas y de madera, escalinatas exteriores, podio de acceso, barandas, luminarias, y todos los elementos que hagan a la vista exterior del edificio. Se incluye tmabien la provision y colocacion de los artefactos de iluminacion. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;67528;2004;Cerrito 618;San Nicolás;1;300;2006-04-03 00:00:00;Teatro Colon;Restauración de Fachadas;Finalizada recepción definitiva;Rol Ingeniería SA;;
TCOL;La Obra de Restauración Conservativa de la Sala Principal del Teatro Colón plantea La recuperación y limpieza de los ornamentos, motivos decorativos, paramentos solados, cielorrasos, luminarias, carpinterías de madera y herrajes La renovación completa de los revestimientos textiles de la sala y sus accesos, incluyendo entre otros los cortinados, telón principal y tapizados de sillas y butacas La recuperación de los grupos sanitarios en el ámbito de la sala La incorporación de nuevas instalaciones contra incendio, eléctricas, termomecánicas y sanitarias.  Dichas tareas deberán ejecutarse sin alterar las condiciones acústicas actuales de la Sala. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;1220;2006;Cerrito 618;San Nicolás;1;300;2007-02-12 00:00:00;Teatro Colon;Restauración Sala Principal;Finalizada recepción definitiva;Constructora San José SA;;
TCOL;Restauración y Puesta en valor de Telón y Bandeaux de Palcos;1253628;2009;;;;300;2009-11-01 00:00:00;Teatro Colon;Restauración y Puesta en Valor de Telón de Boca Escénica y Bandeaux de Palcos;Finalizada recepción definitiva;Constructora San José SA;;
TCOL;La obra comprende la provisión y montaje de equipos y materiales de las Instalaciones del Nuevo Sistema de Condensación de refrigerante para la Planta Térmica Central del Teatro, que en su Etapa final estará integrada por 3 (tres) Unidades Enfriadoras de Agua de 370 TR (Toneladas de Refrigeración) cada una.;21695;2009;;;;300;2009-08-03 00:00:00;Teatro Colon;Sistema Central de Aire Acondicionado del Teatro Colón;Finalizada recepción definitiva;Termair SA;;
TCOL;La obra consiste en la provisión, montaje y puesta en marcha de los Sistemas Contra Incendio de la Caja Escénica del Teatro Colón. Deberá cumplir los siguientes objetivos Facilitar la separación de riesgos entre el sector de Caja Escénica y el resto de los ambientes que se vinculan con éste Instalaciones necesarias para la detección temprana y extinción de posibles focos de incendio Facilitar la evacuación de los ocupantes Facilitar el acceso y las tareas de extinción por parte del personal de Bomberos.  La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;46618;2004;Cerrito 618;San Nicolás;1;300;2006-02-23 00:00:00;Teatro Colon;Sistema Contra Incendio en la Caja Escénica;Finalizada recepción definitiva;Tyco Services SA;;
TCOL;Reemplazo de los colectores de todos los tanques de reserva, el reemplazo de montantes y anillos de alimentación, reemplazo de bombas elevadoras y subida de bombeo y el reemplazo y agregado de todas las válvulas que figuran en los planos.Por otro lado se realizará una conexión nueva al nuevo tanque de reserva contra incendio y el desague de la Sala de Máquinas que contiene el mencionado tanque. La Obra tiene otra Fuente de Financiamiento con los siguientes datos, Inciso 6, Partida Ppal. 9, Partida Parc. 2, FondoFin. 25.;71844;2004;Cerrito 618;San Nicolás;1;300;2006-02-01 00:00:00;Teatro Colon;Sistema de Agua Fría Readecuación Instalaciones;Finalizada recepción definitiva;Dragonair SA;;
